id;registro;nif;denominacion;ambito;seccion;actividades;fecha_constitucion;direccion_nombre_via;direccion_provincia_nombre;direccion_isla_nombre;direccion_municipio_nombre;direccion_codigo_postal;teléfono;dominio_internet;email
19552;G1/S1/19237-13/GC;_U;FILIPINA CULTURAL Y DEPORTIVA AFCUD;AUTONÓMICO;Sección 1 - Asociaciones;CULTURALES E IDEOLOGICAS;03/02/2013;C/ LEON Y CASTILLO, Nº 61,  1ºC;Las Palmas;GRAN CANARIA;LAS PALMAS DE GRAN CANARIA;35004;_U;_U;_U
19553;G1/S1/19238-13/GC;_U;ASHTANGA VINYASA YOGA CANARIAS;AUTONÓMICO;Sección 1 - Asociaciones;SOCIO-CULTURALES;02/02/2013;C/ TRAVIESO, Nº 10, 1º;Las Palmas;GRAN CANARIA;LAS PALMAS DE GRAN CANARIA;35002;_U;DOMICILIO ANTERIOR: C/ TRIANA, Nº 103, 2º D, 35002 LPGC;_U
19555;G1/S1/19239-13/TF;G76593581;ASOCICION PARRANDA EL CHAZO;AUTONÓMICO;Sección 1 - Asociaciones;MUSICA POPULAR Y FOLKLORICA;_U;CALLE EL LAUREL Nº 6;Santa Cruz de Tenerife;TENERIFE;SANTA CRUZ DE TENERIFE;_U;677879537;_U;_U
19556;G1/S1/19240-13/TF;_U;ASOCIACION  DE RESTAURACION, OCIO Y COMERCIO DE LA LAGUNA-AROCO;INSULAR;Sección 1 - Asociaciones;TURISMO Y HOSTELERIA;_U;CALLE SAN ANTONIO, 4;Santa Cruz de Tenerife;TENERIFE;SAN CRISTÓBAL DE LA LAGUNA;38204;922253544;_U;_U
19557;G1/S1/19241-13/TF;_U;ASOCIACION SINDICATO DE ESTUDIANTES DEL  I.E.S. REALEJOS;MUNICIPAL;Sección 1 - Asociaciones;DE ALUMNOS;_U;CALLE EL ADELANTADO Nº 2;Santa Cruz de Tenerife;TENERIFE;LOS REALEJOS;38410;922340950;_U;_U
19559;G1/S1/19243-13/TF;_U;ASOCIACION CANARIA DE DIFUSION CULTURAL EN EL JARDIN DE MI CASA;AUTONÓMICO;Sección 1 - Asociaciones;SOCIO-CULTURALES;_U;CALLE ANTONIO NAVARRO;Santa Cruz de Tenerife;TENERIFE;ADEJE;38660;664620816;_U;_U
19560;G1/S1/19244-13/TF;G76595586;"ASOCIACION "" PARRANDA SAN JUANITO DE LOMO DE MENA""";AUTONÓMICO;Sección 1 - Asociaciones;MUSICA POPULAR Y FOLKLORICA;_U;CALLE EL CALVARIO Nº 11 - LOMO DE MENA;Santa Cruz de Tenerife;TENERIFE;GÜÍMAR;38590;695400705;_U;gesconegocios@gmail.com
19561;G1/S1/19245-13/TF;_U;ASOCIACION DEPORTIVA TEAM EN MOVIMIENTO;AUTONÓMICO;Sección 1 - Asociaciones;DEPORTIVAS EN GENERAL;_U;CALLE ANTIGUO COMERCIO CONVENTO DE SAN SEBASTIAN S/N;Santa Cruz de Tenerife;TENERIFE;LOS SILOS;38470;600519191;_U;_U
19562;G1/S1/19246-13/P;G76594381;ASOCIACION CULTURAL  PARRANDA LOS BOINAS;MUNICIPAL;Sección 1 - Asociaciones;MUSICALES;_U;CALLE CANCELITA Nº 14;Santa Cruz de Tenerife;LA PALMA;EL PASO;_U;922463471;_U;NOTIFICACIONCLIENTES@UNIGEST.ES
19563;G1/S1/19247-13/H;_U;ASOCIACION CERBATANA CON PUNTERIA;AUTONÓMICO;Sección 1 - Asociaciones;DEPORTIVAS, RECREATIVAS Y JOVENES;_U;CALLE LA LAPA Nº 14 -2º A;Santa Cruz de Tenerife;EL HIERRO;EL PINAR;38917;669050048;_U;_U
19564;G1/S1/19248-13/TF;_U;"ASOCIACION SOCIO CULTURAL  ""ROQUE AL SUR""";AUTONÓMICO;Sección 1 - Asociaciones;MUSICALES;_U;CALLE REAL Nº 25 - BUZANADA;Santa Cruz de Tenerife;TENERIFE;ARONA;_U;922765967, 671096875;_U;alsumusical@gmail.com, administracion@unificont.es
19565;G1/S1/19249-18/TF;_U;ASOCIACION MAR Y TIERRA CON ACTIVIDAD SOCIAL;AUTONÓMICO;Sección 1 - Asociaciones;_U;_U;CALLE CR GENERAL DEL SUR Nº 83;Santa Cruz de Tenerife;TENERIFE;SANTA CRUZ DE TENERIFE;38107;627214377;_U;_U
19567;G1/S1/19251-13/TF;_U;ASOCIACION DE TENERIFE POR LA CUSTODIA COMPARTIDA !SI¡;INSULAR;Sección 1 - Asociaciones;OTROS QUE AFECTAN A LA FAMILIA;_U;CALLE SUECIA Nº 37;Santa Cruz de Tenerife;TENERIFE;LA OROTAVA;38300;607557722;_U;_U
19569;G1/S1/19252-13/GC;_U;"PARA EL OCIO EN LA NATURALEZA ""EDUCAOCIOAVENTURA""";AUTONÓMICO;Sección 1 - Asociaciones;DE ACCION EDUCATIVA;08/02/2013;C/ ANZOFÉ, Nº 21;Las Palmas;GRAN CANARIA;AGÜIMES;35118;_U;_U;_U
19570;G1/S1/19253-13/TF;_U;ASOCIACION SOCIOCULTURAL MOREIBA TRIBAL TROUPE;AUTONÓMICO;Sección 1 - Asociaciones;CULTURALES;_U;AS. ELADIO ROCA SALAZAR,  1-B, 19-5º A;Santa Cruz de Tenerife;TENERIFE;SANTA CRUZ DE TENERIFE;38008;657228915;_U;_U
19571;G1/S1/19254-13/TF;G76608876;ASOCIACION DEPORTIVA CULTURAL DOG CAN AGILITY;AUTONÓMICO;Sección 1 - Asociaciones;"CULTURALES; DEPORTIVAS, RECREATIVAS Y JOVENES";_U;CAMINO SAN JUAN DE TACO, FINCA LA CONCEPCIÓN, S/N;Santa Cruz de Tenerife;TENERIFE;BUENAVISTA DEL NORTE;38480;696913815;_U;DCagilityclud@hotmail.com
19572;G1/S1/19255-13/TF;_U;ASOCIACION LAURA HIGUERAS-CASA AURELIA DE MAYORES;INSULAR;Sección 1 - Asociaciones;DE ACCION SOCIAL;_U;CALLE REVERENDO PADRE SIMON HIGUERAS 73;Santa Cruz de Tenerife;TENERIFE;SANTA CRUZ DE TENERIFE;38520;608767220;_U;_U
19573;G1/S1/19256-13/TF;_U;ASOCIACIÓN CULTURAL FOLKLÓRICA IMOBACH;INSULAR;Sección 1 - Asociaciones;MUSICA POPULAR Y FOLKLORICA;_U;CR. GENERAL AGUAMANSA Nº 534;Santa Cruz de Tenerife;TENERIFE;LA OROTAVA;38310;922334419;_U;_U
19575;G1/S1/19258-13/P;_U;ASOCIACION DEPORTIVA MOTOR DM SPORT;INSULAR;Sección 1 - Asociaciones;DEPORTIVAS, RECREATIVAS Y JOVENES;_U;CALLE PICASSO 25, 3C;Santa Cruz de Tenerife;LA PALMA;LOS LLANOS DE ARIDANE;_U;629956417;_U;_U
19580;G1/S1/19262-13/L;_U;DE ARTISTAS VISUALES PARA LA EDUCACIÓN ARTÍSTICA, CULTURAL Y CIUDADANIA DE LANZAROTE;AUTONÓMICO;Sección 1 - Asociaciones;DE ACCION EDUCATIVA;06/02/2013;C/ LOS VEROLES, Nº 7;Las Palmas;LANZAROTE;ARRECIFE;35500;_U;_U;_U
19581;G1/S1/19263-13/GC;_U;CULTURAL MUSICAL ADRENALINA;AUTONÓMICO;Sección 1 - Asociaciones;MUSICALES;13/02/2013;C/ EMETRIO SUÁREZ, Nº 8;Las Palmas;GRAN CANARIA;VALLESECO;35340;_U;_U;_U
19582;G1/S1/19264-13/F;_U;EL CLUB DE LA BICI VERDE;AUTONÓMICO;Sección 1 - Asociaciones;SOCIO-CULTURALES;28/01/2013;C/ EL FRAGOSITO, Nº 22, LAJARES;Las Palmas;FUERTEVENTURA;LA OLIVA;35650;_U;_U;_U
19583;G1/S1/19265-13/L;_U;DE VECINOS CHARCO DE LA CONDESA;MUNICIPAL;Sección 1 - Asociaciones;VECINOS;12/09/2012;CARRETERA LZ 1 ARRECIFE-ORZOLA;Las Palmas;LANZAROTE;HARÍA;35541;_U;_U;_U
19584;G1/S1/19266-13/GC;_U;CANINA CANARIA ALIANZ;AUTONÓMICO;Sección 1 - Asociaciones;SOBRE ANIMALES Y PLANTAS;15/12/2012;AVDA. DE LA MANCOMUNIDAD DEL NORTE, S/N - EDIF. SALESIANOS, 1ª PTA. LOCAL 91;Las Palmas;GRAN CANARIA;SANTA MARÍA DE GUÍA;35459;_U;_U;_U
19585;G1/S1/19267-13/GC;_U;IRAITZA TAPONES SOLIDARIOS;AUTONÓMICO;Sección 1 - Asociaciones;DE ACCIÓN SANITARIA, EDUCATIVA Y SOCIAL;07/01/2013;PASEO DE GUANARTEME, Nº 12 - 3º IZQ.;Las Palmas;GRAN CANARIA;GÁLDAR;35460;_U;_U;_U
19586;G2/S1/470-13/TF;_U;KORIMA CLARETIANAS SUR;NACIONAL;Sección 1 - Asoc. Nacionales/Extranjeras;_U;_U;C/ EL CARDONAL, EDIFICIO BLOQUE 26, 4º D;Santa Cruz de Tenerife;TENERIFE;SANTA CRUZ DE TENERIFE;38108;_U;_U;_U
19587;G1/S1/19268-13/GC;_U;DE PARTICIPACIÓN DE DESARROLLO SOCIAL EL REAL DE FATAGA;MUNICIPAL;Sección 1 - Asociaciones;DESARROLLO COMUNITARIO;15/02/2013;C/ PI Y MARGALL, Nº 65 - 2º DCHA.;Las Palmas;GRAN CANARIA;LAS PALMAS DE GRAN CANARIA;35006;_U;_U;_U
19590;G1/S1/19270-13/GC;_U;CLUB DE MAYORES SINTES DE TEROR;AUTONÓMICO;Sección 1 - Asociaciones;TERCERA EDAD;15/01/2013;AVENIDA NESTOR ÁLAMO, Nº 1;Las Palmas;GRAN CANARIA;TEROR;35330;_U;_U;_U
19592;G1/S1/19272-13/GC;_U;"DE ANTIGUOS ALUMNOS DEL CPES SANTA CATALINA ""PADRE DIEGO ORTÍZ SARMIENTO""";AUTONÓMICO;Sección 1 - Asociaciones;DE EX-ALUMNOS;23/01/2013;C/ ARÍSTIDES BRIAND,Nº 16;Las Palmas;GRAN CANARIA;LAS PALMAS DE GRAN CANARIA;35016;_U;_U;_U
19593;G1/S1/19273-13/L;_U;CANARIA DE IUSLABORALISTAS;AUTONÓMICO;Sección 1 - Asociaciones;EDUCATIVAS;15/02/2013;C/ LA PORRA, Nº 26 - 1º PISO;Las Palmas;LANZAROTE;ARRECIFE;35500;_U;_U;_U
19594;G1/S1/19274-13/GC;_U;DE VECINOS EL BUEN RUMBO DE LA VEGA DE SAN JOSÉ;MUNICIPAL;Sección 1 - Asociaciones;VECINOS Y COMERCIANTES;18/02/2013;PLAZOLETA BERITZA, Nº 1;Las Palmas;GRAN CANARIA;GÁLDAR;35015;_U;_U;_U
19595;G1/S1/19275-13/GC;_U;INFANCIA SALUDABLE INFANSALUD;AUTONÓMICO;Sección 1 - Asociaciones;DIRIGIDAS A LA INFANCIA;20/02/2013;C/ URUGUAY, Nº 36;Las Palmas;GRAN CANARIA;LAS PALMAS DE GRAN CANARIA;35007;_U;_U;_U
19596;G1/S1/19276-13/GC;_U;CULTURAL MEDIOAMIENTAL CANARIAS AUTÉNTICA Y REAL;AUTONÓMICO;Sección 1 - Asociaciones;SOCIO-CULTURALES;23/02/2013;C/ DOMINGO PÉREZ, Nº 1 P-3 - 1 H;Las Palmas;GRAN CANARIA;GÁLDAR;35460;_U;_U;_U
19597;G1/S1/19277-13/GC;_U;CANARIA FÍSICO-DEPORTIVA Y CULTURAL MAEF;AUTONÓMICO;Sección 1 - Asociaciones;DEPORTIVAS EN GENERAL;12/12/2012;C/ MÉNDEZ NUÑEZ, Nº 31;Las Palmas;GRAN CANARIA;AGÜIMES;35118;_U;_U;_U
19598;G1/S1/19278-13/GC;_U;RECREATIVA Y FESTIVA LAS CUEVAS DE BARRANCO HONDO DE ABAJO;AUTONÓMICO;Sección 1 - Asociaciones;RECREATIVAS;15/02/2013;BARRANCO HONDO DE ABAJO S/N - LA POZA;Las Palmas;GRAN CANARIA;GÁLDAR;35460;_U;_U;tperezcanarias@hotmail.com
19599;G1/S1/19279-13/L;_U;DE ACCIÓN SOCIAL PARA RESPIRO FAMILIAR Y AYUDA A LA TERCERA EDAD (ARFATE) VIRGEN DE LOS DOLORES DE LANZAROTE;AUTONÓMICO;Sección 1 - Asociaciones;DE ACCION SOCIAL;19/02/2013;CAMINO DEL POZO, Nº 23;Las Palmas;LANZAROTE;TÍAS;35572;_U;_U;_U
19600;G1/S1/19280-13/L;_U;ACTIVIDAD FÍSICA Y SALUD ACFILUD;INSULAR;Sección 1 - Asociaciones;DEPORTIVAS EN GENERAL;14/02/2013;C/ EUGENIO RIJO, Nº 60;Las Palmas;LANZAROTE;ARRECIFE;35500;_U;_U;_U
19601;G1/S1/19281-13/GC;_U;DE ARRENDATARIOS DE LAS PALMERAS GOLF;AUTONÓMICO;Sección 1 - Asociaciones;ASOCIACIONES O COMUNIDADES DE PROPIETARIOS;21/01/2013;C/ ALFONSO CHISCANO DÍAZ, S/N. - LAS PALMERAS GOLF;Las Palmas;GRAN CANARIA;LAS PALMAS DE GRAN CANARIA;35019;_U;_U;_U
19602;G1/S1/19282-13/GC;_U;DE VECINOS PADRE LARREA DE LAS TORRES;INSULAR;Sección 1 - Asociaciones;VECINOS;25/02/2013;URB LAS TORRES, BLOQUE 2, 3º, PTA. 4;Las Palmas;GRAN CANARIA;LAS PALMAS DE GRAN CANARIA;35010;_U;_U;_U
19603;G1/S1/19283-13/GC;_U;ATLANTIC CLEANTECH BAN;AUTONÓMICO;Sección 1 - Asociaciones;DE PROFESIONALES;13/02/2013;C/ PINTOR JUAN GUILLERMO, Nº 49;Las Palmas;GRAN CANARIA;LAS PALMAS DE GRAN CANARIA;_U;_U;_U;_U
19604;G1/S2/14183-13/L;_U;FEDERACIÓN CANARIA DE ASOCIACIONES POR LA CUSTODIA COMPARTIDA Y LA IGUALDAD EFECTIVA: FAVOR FILII;AUTONÓMICO;Sección 2 - Federaciones;OTROS QUE AFECTAN A LA FAMILIA;13/02/2013;C/GARCIA ESCAMEZ,154;Las Palmas;LANZAROTE;ARRECIFE;35500;_U;_U;_U
19605;G1/S1/19284-13/GC;_U;JUVENIL 13 ROSAS (CANARIA);AUTONÓMICO;Sección 1 - Asociaciones;JÓVENES;02/03/2013;FACULTAD DE HUMANIDADES - ULPGC;Las Palmas;GRAN CANARIA;LAS PALMAS DE GRAN CANARIA;35001;_U;_U;_U
19607;G1/S1/19286-13/TF;_U;"ASOCIACION  ""HIRAHI. C.F"" DE USUARIOS/AS DE CANNABIS";AUTONÓMICO;Sección 1 - Asociaciones;NATURISMO Y MEDICINAS ALTERNATIVAS;_U;CALLE MAR CANTABRICO Nº 18-PTA 6-EL MEDANO;Santa Cruz de Tenerife;TENERIFE;ARONA;38612;620735829;_U;_U
19608;G1/S1/19287-13/P;_U;"ASOCIACION  ""EMERPEKES""";AUTONÓMICO;Sección 1 - Asociaciones;_U;_U;CALLE VICENTE SAN JUAN Nº 3;Santa Cruz de Tenerife;LA PALMA;SAN ANDRÉS Y SAUCES;38720;_U;_U;_U
19609;G1/S1/19288-13/TF;_U;ASOCIACION  SOCIOCULTURAL DE LOS BUENOS AIRES;INSULAR;Sección 1 - Asociaciones;_U;_U;CALLE LUJAN PEREZ  Nº 11 - APTO 104;Santa Cruz de Tenerife;TENERIFE;ADEJE;38670;699751323;_U;_U
19611;G1/S1/19290-13/TF;_U;ASOCIACION CULTURAL GUANCHES VIRGEN DEL SOCORRO;MUNICIPAL;Sección 1 - Asociaciones;_U;_U;CALLE POETA ARÍSTIDE HERNÁNDEZ MORA, 6 (LOCAL 3);Santa Cruz de Tenerife;TENERIFE;GÜÍMAR;38500;"660096107; 690937665";_U;gesconegocios@gmail.com
19612;G1/S1/19291-13/TF;_U;ASOCIACION CULTURAL MURGA PK-2;AUTONÓMICO;Sección 1 - Asociaciones;_U;_U;CALLE CANARIAS, 49;Santa Cruz de Tenerife;TENERIFE;GRANADILLA DE ABONA;38600;678001580;_U;_U
19613;G1/S1/19292-13/TF;_U;ASOCIACION TALENTOS VINCULADOS;AUTONÓMICO;Sección 1 - Asociaciones;_U;_U;CALLE LOS CORRALES Nº 11 - EDIF. AMADEUS- ESCALERA 3-PTA 10 PUNTA DEL HIDALGO;Santa Cruz de Tenerife;TENERIFE;SAN CRISTÓBAL DE LA LAGUNA;38240;653478023;_U;_U
19615;G1/S1/19294-13/TF;_U;ASOCIACION COREOGRAFICA CULTURAL YUFUNK DANCE SCHOOL;AUTONÓMICO;Sección 1 - Asociaciones;_U;_U;CALLE JORGE MANRIQUE EDIF. ROCINANTE  L-6;Santa Cruz de Tenerife;TENERIFE;SANTA CRUZ DE TENERIFE;38005;636884587;_U;_U
19616;G1/S1/19295-13/TF;_U;ASOCIACION FOLCLORICA RAICES ISLEÑAS A.  ROQUE DE LA LAGUNA;AUTONÓMICO;Sección 1 - Asociaciones;_U;_U;URB. HORNERA III - C/ IGUALDAD Nº 88;Santa Cruz de Tenerife;TENERIFE;SAN CRISTÓBAL DE LA LAGUNA;38296;659486584;_U;_U
19619;G1/S1/19298-13/GC;_U;SOCIOCULTURAL TUSCACTUS;INSULAR;Sección 1 - Asociaciones;SOCIO-CULTURALES;03/03/2013;C/ GONZALO MEDINA Nº 42 - PISO 4º PUERTA;Las Palmas;GRAN CANARIA;SANTA BRÍGIDA;_U;_U;_U;_U
19620;G1/S1/19299-13/GC;_U;DANZAS EXPRESIONES DE VENEZUELA;AUTONÓMICO;Sección 1 - Asociaciones;REFERIDAS A PAISES EXTRANJEROS;26/01/2013;CENTRO CÍVICO MADERA Y CORCHO, ´PLAZA JUAN DEL RIO AYALA, S/N (TRASERA DE MESA Y LÓPEZ);Las Palmas;GRAN CANARIA;LAS PALMAS DE GRAN CANARIA;35010;_U;_U;_U
19621;G1/S1/19300-13/GC;_U;CULTURAL BATUCADA TIO BLAS;AUTONÓMICO;Sección 1 - Asociaciones;SOCIO-CULTURALES;17/01/2013;C/ FRANCISCO INGLOTT ARTILES, Nº 12, 4º DERECHA;Las Palmas;GRAN CANARIA;LAS PALMAS DE GRAN CANARIA;35016;_U;_U;_U
19622;G1/S1/19301-13/L;_U;SOCIOCULTURAL LANZAROTE INTEGRA, ASLIN;AUTONÓMICO;Sección 1 - Asociaciones;SOCIO-CULTURALES;04/03/2013;C/ FÉLIX PÉREZ CAMACHO, Nº 14;Las Palmas;LANZAROTE;ARRECIFE;35500;_U;_U;_U
19624;G1/S1/19303-13/TF;G38263521;ASOCIACION SOCIEDAD CANARIA DE NEFROLOGÍA;AUTONÓMICO;Sección 1 - Asociaciones;CIENCIAS;_U;COLEGIO OFICIAL DE MÉDICOS;Santa Cruz de Tenerife;TENERIFE;SANTA CRUZ DE TENERIFE;38006;666286219, 922634514;_U;rgarcia@garpe-asesores.com
19625;G1/S1/19304-13/TF;_U;ASOCIACION GLOBALTERAPIA;AUTONÓMICO;Sección 1 - Asociaciones;"DE ACCION EDUCATIVA; DE ACCION SOCIAL";_U;AV. TRES DE MAYO 3 PLANTA - LOCAL A7;Santa Cruz de Tenerife;TENERIFE;SANTA CRUZ DE TENERIFE;38003;630887145;_U;_U
19626;G1/S1/19305-13/TF;_U;ASOCIACION DE VECINOS GRAN PODER DE BAJAMAR;MUNICIPAL;Sección 1 - Asociaciones;VECINOS Y COMERCIANTES;_U;CR. GENERAL DE BAJAMAR Nº 102;Santa Cruz de Tenerife;TENERIFE;SAN CRISTÓBAL DE LA LAGUNA;38250;637074266;_U;_U
19628;G1/S1/19307-13/TF;_U;ASOCIACION MURGA LOS TROYANOS;AUTONÓMICO;Sección 1 - Asociaciones;_U;_U;c/ Los Huaracheros-  Bloque 2 - 4º C;Santa Cruz de Tenerife;TENERIFE;SANTA CRUZ DE TENERIFE;_U;661493678;_U;_U
19630;G1/S1/19309-13/GC;_U;DEPORTIVA, RECREATIVA Y CULTURAL YUKAN;AUTONÓMICO;Sección 1 - Asociaciones;DEPORTIVAS, RECREATIVAS Y JOVENES;03/03/2013;C/ GABRIEL GARCÍA MÁRQUEZ, Nº 13;Las Palmas;GRAN CANARIA;TELDE;35200;_U;_U;_U
19631;G1/S1/19310-13/P;_U;ASOCIACION GABINETE NUMISMATICO DE CANARIAS;INSULAR;Sección 1 - Asociaciones;SOCIO-CULTURALES;_U;CALLE BENITO PEREZ GALDOS;Santa Cruz de Tenerife;LA PALMA;BREÑA ALTA;38710;922414093;_U;_U
19632;G1/S1/19311-13/TF;_U;CULTURAL MÚSICO FESTIVA MAMELOCAS MAMEÑECAS;AUTONÓMICO;Sección 1 - Asociaciones;RECREATIVAS EN GENERAL;_U;C/ GUÍA DE ISORA, 34 - Bº LA SALUD;Santa Cruz de Tenerife;TENERIFE;SANTA CRUZ DE TENERIFE;38008;648633735;_U;mamelocasmurga@gmail.com
19636;G1/S1/19315-13/TF;_U;ASOCIACION CULTURAL TAGORA DE TENO ALTO;AUTONÓMICO;Sección 1 - Asociaciones;SOCIO-CULTURALES;_U;CALLE ÑLAS COMADRES Nº 11;Santa Cruz de Tenerife;TENERIFE;BUENAVISTA DEL NORTE;38480;636297978;_U;_U
19640;G1/S1/19317-13/F;_U;CULTURAL Y DEPORTIVA BAIFO FUERTE SPORT;INSULAR;Sección 1 - Asociaciones;DEPORTIVAS EN GENERAL;06/03/2013;C/ VINAMAR, Nº 4 - 2º E;Las Palmas;FUERTEVENTURA;PÁJARA;35016;_U;_U;_U
19641;G1/S1/19318-13/L;_U;CENTRO SOCIO-CULTURAL DURAN DE MOZAGA;MUNICIPAL;Sección 1 - Asociaciones;SOCIO-CULTURALES;04/03/2013;C/ SANCOCHO, Nº 61;Las Palmas;LANZAROTE;TEGUISE;35561;_U;_U;_U
19642;G1/S1/19319-13/L;_U;SOCIO-CULTURAL LA TALEGA CONEJERA;INSULAR;Sección 1 - Asociaciones;SOCIO-CULTURALES;14/02/2013;CTRA. LA VEGUETA, Nº 7;Las Palmas;LANZAROTE;TINAJO;35560;_U;_U;_U
19645;G1/S1/19322-13/GC;_U;SCHAMANN SIETE DOS OFF;AUTONÓMICO;Sección 1 - Asociaciones;JUEGOS DE SALÓN;06/03/2013;C/ MARIUCHA, Nº 95 - BAJO;Las Palmas;GRAN CANARIA;LAS PALMAS DE GRAN CANARIA;35012;_U;_U;_U
19647;G1/S1/19324-13/TF;_U;ASOCIACION CULTURAL AMIGOS DEL CARMEN LA CALETA DE INTERIAN;MUNICIPAL;Sección 1 - Asociaciones;VECINOS Y COMERCIANTES;_U;CALLE LA GAVIOTA Nº 2;Santa Cruz de Tenerife;TENERIFE;GARACHICO;38460;610989736;_U;_U
19649;G1/S1/19326-13/TF;_U;ASOCIACION BRIGADA VOLUNTARIA DE INCENDIOS RURALES Y FORESTALES (BIRF);AUTONÓMICO;Sección 1 - Asociaciones;DEFENSA DEL MEDIO AMBIENTE;_U;CALLE LA LADERA DEL TOSCAL 3;Santa Cruz de Tenerife;TENERIFE;LOS REALEJOS;38410;676625775;_U;_U
19650;G1/S1/19327-13/TF;G76611458;ASOCIACIÓN MÚSICO FESTIVA MURGA LOS CHINCHOSOS;INSULAR;Sección 1 - Asociaciones;_U;_U;C/ TABURIENTE N º 2 ( LAS DELICIAS);Santa Cruz de Tenerife;TENERIFE;SANTA CRUZ DE TENERIFE;38009;618917963;_U;chinchosos2014@gmail.com
19652;G1/S1/19329-13/TF;G76597665;ASOCIACION DE PRODUCTORES QUESEROS ARTESANOS DE TENERIFE;INSULAR;Sección 1 - Asociaciones;GANADERIA;_U;CAMINO DE SAN DIEGO  Nº 74 - CASA DEL GANADERO  DEL CABILDO DE TENERIFE;Santa Cruz de Tenerife;TENERIFE;SAN CRISTÓBAL DE LA LAGUNA;38208;"922274052; 676328938";_U;apqat@hotmail.com
19653;G1/S1/19330-13/P;_U;"ASOCIACION CULTURAL ""BARCO ENCANTADO""";AUTONÓMICO;Sección 1 - Asociaciones;"CULTURALES; SOCIO-CULTURALES";_U;CALLE LOMO CENTRO Nº 45;Santa Cruz de Tenerife;LA PALMA;SANTA CRUZ DE LA PALMA;38700;670807766;_U;_U
19654;G1/S1/19331-13/GC;_U;CULTURAL RECREATIVA UNION DIVERTIDA LAS PALMAS;INSULAR;Sección 1 - Asociaciones;RECREATIVAS EN GENERAL;14/03/2013;C/ 29 DE ABRIL, Nº 78 - 1º;Las Palmas;GRAN CANARIA;LAS PALMAS DE GRAN CANARIA;35007;_U;_U;_U
19655;G1/S1/19332-13/GC;_U;RECREATIVA DE POKER AMATEUR MASPALOMAS J3;AUTONÓMICO;Sección 1 - Asociaciones;JUEGOS DE SALÓN;15/02/2013;AVDA. DE GRAN CANARIA, Nº 30 - C.C. GRAN CHAPARRAL, LOCAL 39;Las Palmas;GRAN CANARIA;SAN BARTOLOMÉ DE TIRAJANA;35100;_U;_U;_U
19656;G1/S1/19333-13/GC;_U;OCIO, DEPORTE Y TIEMPO LIBRE, CIUDAD DE BENTEJUI;INSULAR;Sección 1 - Asociaciones;DEPORTIVAS, RECREATIVAS Y JOVENES;13/03/2013;C/ RUISEÑOR, Nº 49;Las Palmas;GRAN CANARIA;TELDE;35210;_U;_U;_U
19657;G1/S1/19334-13/GC;_U;COORDINADORA CIVICA CANARIA CIVICAN;AUTONÓMICO;Sección 1 - Asociaciones;ACTIVIDADES CÍVICO-POLÍTICAS;28/02/2013;C/ TIPÓGRAFO DÍAZ MACHADO, 4 - 2º IZQ.;Las Palmas;GRAN CANARIA;LAS PALMAS DE GRAN CANARIA;35011;_U;_U;_U
19659;G1/S1/19336-13/GC;_U;PARRANDA GRUPO VIEJO;AUTONÓMICO;Sección 1 - Asociaciones;MUSICA POPULAR Y FOLKLORICA;01/03/2013;C/ ALFARERO, Nº 7;Las Palmas;GRAN CANARIA;LAS PALMAS DE GRAN CANARIA;35018;_U;_U;_U
19660;G1/S1/19337-13/TF;G76596352;ASOCIACION CULTURAL AHOREN ARICO;MUNICIPAL;Sección 1 - Asociaciones;CULTURALES;_U;CALLE LA ASOMADITA Nº 1;Santa Cruz de Tenerife;TENERIFE;ARICO;_U;690790141;_U;femafe46@hotmail.com
19661;G1/S1/19338-13/TF;_U;ASOCIACION CULTURAL LA GAVETA;INSULAR;Sección 1 - Asociaciones;CULTURALES;_U;CAMINO CORDOBES 55-2º;Santa Cruz de Tenerife;TENERIFE;PUERTO DE LA CRUZ;38400;9222380101;_U;_U
19662;G1/S1/19339-13/TF;_U;ASOCIACION BENEFICA Y DE ASUNTOS SOCIALES ALERTA MEDICA CANARIA;AUTONÓMICO;Sección 1 - Asociaciones;_U;_U;CALLE LA SALLE N1 25- EDIF. LA ROTONDA LOCAL 13;Santa Cruz de Tenerife;TENERIFE;SANTA CRUZ DE TENERIFE;38005;922626372;_U;_U
19663;G1/S1/19340-13/TF;_U;ASOCIACION LIGA NAVAL DE CANARIAS;AUTONÓMICO;Sección 1 - Asociaciones;CULTURALES;_U;CALLE TAJARASTE Nº 1 PORTAL 4-3º IZ;Santa Cruz de Tenerife;TENERIFE;SANTA CRUZ DE TENERIFE;38008;699996609;_U;_U
19664;G1/S1/19341-13/H;_U;ASOCIACION CUSTODIA COMPARTIDA !YA! EL HIERRO;INSULAR;Sección 1 - Asociaciones;SOCIO-CULTURALES;_U;CALLE GARCIA ESCAMEZ Nº 154;Santa Cruz de Tenerife;EL HIERRO;FRONTERA;38500;639602390;_U;_U
19666;G1/S1/19343-13/F;_U;LOW COST MUSIC;INSULAR;Sección 1 - Asociaciones;MUSICALES;03/03/2013;C/ PEPE EL CARRETERO, Nº 1 - PUERTA 19;Las Palmas;FUERTEVENTURA;TUINEJE;35620;_U;_U;_U
