registro;nif;nombre;situacion;finalidad;direccion_nombre_via;direccion_municipio_nombre;direccion_provincia_nombre;direccion_isla_nombre;pagina_web;email
263;G38966834;FUNDACIÓN CANARIA PARA LA ACCIÓN EXTERIOR (FUCAEX);Registrada con actividad;CULTURALES;Avenida Avda. José Manuel Guimerá, nº 19, Edificio de Usos Múltiples II PLANTA 2ª planta;Santa Cruz de Tenerife;Santa Cruz de Tenerife;Tenerife;https://fucaex.org/;fucaex@fucaes.org
421;G21654041;FUNDACIÓN CANARIA GUINIGUADA;Registrada con actividad;FOMENTO DEL DEPORTE;Calle  Joaquín Mir, número 13;Las Palmas de Gran Canaria;Las Palmas;Gran Canaria;-;_U
220;G35863851;"FUNDACION CANARIA ""SANDRO""";Propuesta de extinción;BENÉFICAS;Avenida Edificio Mercurio, Torre II, 4ª planta, Oficina E., Avda. de Tirajana, s/n - Playa del InglésCALLE FRANCHY ROCA 5, 4º OF 6 (ACTUALIZADO);San Bartolomé de Tirajana;Las Palmas;Gran Canaria;-;saturiaortega@hotmail.com
109;G38474185;"FUNDACIÓN CANARIA ESCUELAS PIAS TENERIFE ""QUISISANA""";Registrada con actividad;EDUCATIVAS;Paseo de las Escuelas Pías, nº 31;Santa Cruz de Tenerife;Santa Cruz de Tenerife;Tenerife;http://escuelaspiastenerife.com/;gerente.tenerife@escolapiosbetania.es
202;0;"FUNDACION CANARIA  ""CAMARA LAS PALMAS""";Extinguida;CULTURALES;Calle C/. León y Castillo, nº 24;Las Palmas de Gran Canaria;Las Palmas;Gran Canaria;-;_U
93;G38445755;"FUNDACION ""JESUS HERNANDEZ/HORTENSIA PEREZ Y FAMILIA""";Registrada con actividad;_U;Calle C/ Aserradero, s/n -  El Amparo;Icod de Los Vinos;Santa Cruz de Tenerife;Tenerife;-;mhernandezp78@hotmail.com / fcicod1921@gmail.com
362;G76329374;FUNDACIÓN CANARIA BERNEGAL;Registrada con actividad;SOCIALES;Calle Calle Viera y Clavijo, 34-36, 3º-D. 35004, de Las Palmas de Gran Canaria.;Las Palmas de Gran Canaria;Las Palmas;Gran Canaria;https://www.fundacionbernegal.com/;anahergal@gmail.com
216;G38788485;FUNDACION CANARIA DE ACCION SOCIAL;Sin actividad;LABORAL;Calle C/. San Clemente, nº 24 - 5ª planta;Santa Cruz de Tenerife;Santa Cruz de Tenerife;Tenerife;-;_U
187;_U;FUNDACION CANARIA PARA EL CONSERVATORIO SUPERIOR DE MUSICA DE CANARIAS;Extinguida;EDUCATIVAS;"Avenida Avenida Buenos Aires, nº 5; Edificio  ""Tres de Mayo"", planta 6ª de Santa Cruz de Tenerife";Santa Cruz de Tenerife;Santa Cruz de Tenerife;Tenerife;-;_U
257;...;FUNDACION CANARIA PARA EL DESARROLLO DEL DEPORTE DEL MOTOR Y LA BIODIVERSIDAD FUNDESPOR;Sin actividad;FOMENTO DEL DEPORTE;Carretera Carretera de Los Hoyos, Km. 4, nº 61;Las Palmas de Gran Canaria;Las Palmas;Gran Canaria;-;_U
396;G13944426;FUNDACIÓN CANARIA COFARTE COOPERATIVA FARAMACEÚTICA DE TENERIFE (COFARTE);Registrada con actividad;EDUCATIVAS;Calle  Mercedes, N.º 6, Los Majuelos, Taco - San Cristóbal de la Laguna, código postal 38108, de Santa Cruz de Tenerife;San Cristóbal de La Laguna;Santa Cruz de Tenerife;Tenerife;https://www.cofarte.es/;_U
389;W0238629J;DELEGACIÓN EN EL ARCHIPIÉLAGO CANARIO DE LA FUNDACIÓN EXTRANJERA  PARA LA NATURALEZA Y EL MEDIO AMBIENTE CANARINA;Registrada con actividad;MEDIOAMBIENTALES;Avenida  Calle Viñátigo 69, CP 38639 Amarilla Golf San Miguel de Abona;San Miguel;Santa Cruz de Tenerife;Tenerife;https://fundacioncanarina.org/inicio/;consultas@f undacioncanarina.org
400;G56216013;FUNDACIÓN CANARIA EKTA;Registrada con actividad;CULTURALES;Calle  Mar Blanco, N.º 1, Centro Comercial Sunset Beach Meloneras, segunda planta, Local 201 (c.p. 35109). San Bartolomé de Tirajana, Las Palmas.;San Bartolomé de Tirajana;Las Palmas;Gran Canaria;-;_U
292;G76018779;FUNDACIÓN CANARIA FUND GRUBE;Registrada con actividad;BENÉFICAS;Calle Domicilio: c/ Cartago, nº 1, El Tablero, San Bartolomé de Tirajana, 35109, Las Palmas.;San Bartolomé de Tirajana;Las Palmas;Gran Canaria;https://fundacionuniversounido.org/;universounido@fundgrube.es
374;G04945093;FUNDACIÓN CANARIA NOVAVIDA;Registrada con actividad;LABORAL;Calle -Calle María Estrada, nº 22, puerta 6, Puerto del Rosario, Isla de Fuerteventura;Puerto del Rosario;Las Palmas;Fuerteventura;https://www.fundacionnovavida.com/;novavida@novavidaempleo.com
340;G76715598;FUNDACIÓN CANARIA AMALA;Registrada con actividad;CULTURALES;Calle C/Baltasar Nuñez, nº12  38202 SAN CRISTOBAL DE LA LAGUNA;San Cristóbal de La Laguna;Santa Cruz de Tenerife;Tenerife;-;"amala@fundacionamala.com;       oswaldo@fundacionamala.com"
190;_U;"FUNDACION CANARIA  ""CANARIAS PARA EL DEPORTE, LA CULTURA Y LA SOCIEDAD""";Sin actividad;FOMENTO DEL DEPORTE;Calle C/. Pampa, nº 1;Las Palmas de Gran Canaria;Las Palmas;Gran Canaria;-;_U
145;G35610799;"FUNDACION CANARIA  ""ICSE -PROMOCION Y DESARROLLO DE ESTUDIOS SUPERIORES EN CANARIAS-""";Registrada con actividad;EDUCATIVAS;Avenida C/ Franchy Roca número 28;Las Palmas de Gran Canaria;Las Palmas;Gran Canaria;-;fundacion@icse.es  yeray@icse.es
6;_U;FUNDACION CASA DE LA CULTURA ROMULO BETANCOURT;Sin actividad;CULTURALES;Calle c/ San Juan, 34.;La Orotava;Santa Cruz de Tenerife;Tenerife;-;_U
166;_U;FUNDACION CANARIA DE DEPORTE DE TELDE;Sin actividad;FOMENTO DEL DEPORTE;Calle C/. Secretario Guedes Alemán, nº 18;Telde;Las Palmas;Gran Canaria;-;_U
358;G76322403;FUNDACIÓN CANARIA DE APOYOS AL EJERCICIO DE LA CAPACIDAD JURIDICA FUNCAPROSU;Registrada con actividad;SOCIALES;"Calle C/ Málaga, n.º 1; 35016, Las Palmas de Gran Canaria.";Las Palmas de Gran Canaria;Las Palmas;Gran Canaria;https://www.funcaprosu.com/;Carmen Delia Arencibia Quintana <gerencia@aprosu.com>
5;G38055067;FUNDACIÓN CANARIA CENTRO DE ATENCIÓN  A LA FAMILIA;Registrada con actividad;CULTURALES;Calle C/. Las Loas, nº 9 - Las Veredillas - El Sobradillo;Santa Cruz de Tenerife;Santa Cruz de Tenerife;Tenerife;https://www.tenerifeislasolidaria.org/proyecto-transformacion-digital/;centro@familiascanarias.com familiascanarias@gmail.com
245;G38863502;FUNDACION CANARIA DE BALONCESTO DE TENERIFE;Registrada con actividad;FOMENTO DEL DEPORTE;Calle Pabellón Insular de Tenerife Santiago Martín, C/. Mercedes, s/n c/ jOSÉ NARIA VILLA Nº 7-38005;San Cristóbal de La Laguna;Santa Cruz de Tenerife;Tenerife;https://cbcanarias.net/apt-fundacion/;_U
327;_U;"DELEGACIÓN CANARIA DE LA FUNDACIÓN EXTRANJERA ""LATIPNET, INC""";Registrada con actividad;INVESTIGACIÓN;Avenida Avenida Alcalde José Ramírez Bethencourt, número 17, 35004 Las Palmas de Gran Canaria.;Las Palmas de Gran Canaria;Las Palmas;Gran Canaria;-;gerardo.cvp@gmail.com
277;213212;FUNDACION CANARIA NUEVOS TIEMPOS;Sin actividad;SOCIALES;Calle c/ Guayarmina, 32.;Santa Cruz de Tenerife;Santa Cruz de Tenerife;Tenerife;-;_U
214;G38803607;FUNDACIÓN CANARIA CRISTINO DE VERA-ESPACIO CULTURAL CAJACANARIAS;Registrada con actividad;CULTURALES;Calle C/. San Agustín, nº 18;San Cristóbal de La Laguna;Santa Cruz de Tenerife;Tenerife;www.fundacioncristinidevera.com;info@fundacioncristinodevera.com    claraarmas@fundacioncristinodevera.com
81;121212312;FUNDACION BLAS SANCHEZ;Sin actividad;CULTURALES;Centro Cultural de la Villa de Ingenio Juan XXIII, nº 6;Ingenio;Las Palmas;Gran Canaria;-;_U
408;G55397046;FUNDACION CANARIA MADRE DEL REDENTOR;Registrada con actividad;BENÉFICAS;Calle Padre Julián de Armas, números 9-14, c.p. 38360, El Sauzal, Santa Cruz de Tenerife;El Sauzal;Santa Cruz de Tenerife;Tenerife;https://www.madredelredentor.com/;_U
62;G35035245;"FUNDACIÓN CANARIA  BENÉFICA ""CASA ASILO SAN JOSÉ""";Registrada con actividad;BENÉFICAS;Calle C/ Padre Cueto, nº 26/28;Las Palmas de Gran Canaria;Las Palmas;Gran Canaria;https://www.hospitalsanjose.es/aviso-legal/;orencio.bosch@hospitalsanjose.es
192;G35779420;"FUNDACION CANARIA ""CENTRO TECNOLOGICO EMPRENDIMIENTO E INCLUSIÓN   (FUNDACION EMPRENDE CANARIAS)"".";Registrada con actividad;LABORAL;Avenida de los consignatarios S/N ESQUINA PANTALAN DE CORY;Las Palmas de Gran Canaria;Las Palmas;Gran Canaria;https://www.fundacionemprende.org/;proyectos@fundacionemprende.org
282;G76058924;FUNDACIÓN CANARIA OBSERVATORIO DE TEMISAS;Registrada con actividad;INVESTIGACIÓN;"""Observatorio de Temisas"", Montaña de arriba s/n";Agüimes;Las Palmas;Gran Canaria;http://astrotemisas.es/la-fundacion;mariotemisas@gmail.com
129;G38484879;"FUNDACION CANARIA INSULAR PARA LA FORMACION, EL EMPLEO Y EL DESARROLLO EMPRESARIAL ""FIFEDE""";Registrada con actividad;LABORAL;Calle C/ Granados Nº 8 Edificio Planta Baja;Santa Cruz de Tenerife;Santa Cruz de Tenerife;Tenerife;-;fifede@cabtfe.es
385;G06966246;FUNDACIÓN CANARIA GRUPO CANARIO DE CÁNCER DE PULMÓN;Registrada con actividad;INVESTIGACIÓN;Plaza de la Feria, nº 40, planta 5ª, 35003, Las Palmas de Gran Canaria;Las Palmas de Gran Canaria;Las Palmas;Gran Canaria;https://fundaciongccp.org/;jaleon@fundaciongccp.org
94;111111111;"FUNDACION ""NICOLAS ESTEVANEZ""";Sin actividad;_U;Calle C/. Maya, nº 14;San Cristóbal de La Laguna;Santa Cruz de Tenerife;Tenerife;-;_U
22;G35236959;"FUNDACION CANARIA  ""ANTROPOSOFICA DE LANZAROTE""";Registrada con actividad;CIENTÍFICAS;Camino Camino del Rompimiento II, 3, Macher.//CM LA FABRICA II, 36 35572-TIAS LAS PALMAS;Tías;Las Palmas;Lanzarote;-;fundacion@centro-lanzarote.de
339;G76253749;FUNDACIÓN  CANARIA ESCUELA INTERNACIONAL DE FÚTBOL RICARDO GODOY DE MALI;Registrada con actividad;FOMENTO DEL DEPORTE;Calle C/ Concejal García Feo, número 20, bajo;Las Palmas de Gran Canaria;Las Palmas;Gran Canaria;-;ricgodoy@fundacioneifricardogodoy,org
215;_U;FUNDACION CANARIA PINO FALCON, PINTORA Y ESCULTORA;Sin actividad;CULTURALES;Calle C/. Doctor Eustasio Quevedo, nº 37;Las Palmas de Gran Canaria;Las Palmas;Gran Canaria;-;_U
293;_U;FUNDACION CANARIA DE FORMACIÓN Y EMPLEO ASIGNATURA PENDIENTE;Sin actividad;LABORAL;Calle C/ San Isidro Nº 5;Santa Cruz de Tenerife;Santa Cruz de Tenerife;Tenerife;-;_U
310;G35000272;Fundación Canaria la Caja Insular de Ahorros de Canarias-Fundación la Caja de Canarias;Registrada con actividad;BENÉFICAS;Alameda de Colón, nº 1, Las Palmas G.C.;Las Palmas de Gran Canaria;Las Palmas;Gran Canaria;-;fernando.fernandez@fundacionlacajadecanarias.es GERENTE
184;G35717222;"FUNDACION CANARIA  ""MUSICOS EUROPEOS""";Registrada con actividad;EDUCATIVAS;Calle Llano de los Tarahales, nº 76;Las Palmas de Gran Canaria;Las Palmas;Gran Canaria;https://www.axesor.es/Informes-Empresas/n/7320868/FUNDACION_CANARIA_MUSICOS_EUROPEOS.html;_U
48;_U;FUNDACION JUSTUS FRANTZ;Sin actividad;CULTURALES;"Monte León, nº 4 ""Casa de los músicos""";San Bartolomé de Tirajana;Las Palmas;Gran Canaria;-;_U
41;_U;FUNDACION INSTITUTO CANARIO DE DERECHOS HUMANOS;Sin actividad;EDUCATIVAS;Calle C/ Lord Bayron, 6;Las Palmas de Gran Canaria;Las Palmas;Gran Canaria;-;_U
234;5;FUNDACION CANARIA PARA EL DESARROLLO Y LA CULTURA AMBIENTAL DE LA PALMA, FUNDESCULP.;Sin actividad;_U;Plaza de España, nº 2;Santa Cruz de La Palma;Santa Cruz de Tenerife;La Palma;-;_U
402;G56419831;FUNDACIÓN CANARIA PODEROSAS VALORES, IGUALDAD Y DEPORTE;Registrada con actividad;EDUCATIVAS;Calle Calle Viera y Clavijo, número 35, 1º Planta Oficina 102 C.P. 35.002. Las Palmas de Gran Canaria;Las Palmas de Gran Canaria;Las Palmas;Gran Canaria;-;_U
133;G38587721;"FUNDACIÓN CANARIA ""ACADEMIA CANARIA DE LA LENGUA""";Registrada con actividad;CIENTÍFICAS;Calle C/León y Castillo nº 57,  5ª planta.  C/ Enrique Wolfson, 36  38004 Santa Cruz de Tenerife;Las Palmas de Gran Canaria;Las Palmas;Gran Canaria;http://www.academiacanarialengua.org/;aclsc@academiacanarialengua.org  aclsedelaspalmas@gmail.com
15;G38083408;FUNDACIÓN CANARIA GENERAL DE LA UNIVERSIDAD DE LA LAGUNA;Registrada con actividad;EDUCATIVAS;Avenida Campus Central de la Universidad de La Laguna, Avda. de la Trinidad s/n, Aulario de la Torre Profesor Agustín Arévalo;San Cristóbal de La Laguna;Santa Cruz de Tenerife;Tenerife;https://fg.ull.es/;notificaciones@fg.ull.es
51;G38314423;FUNDACION PEDRO GARCIA CABRERA;Registrada con actividad;CULTURALES;Calle C/ Castillo, Edificio Circulo de Bellas Artes n.º 43 – 3ª Planta- 	38003  -  STA. CRUZ DE TF.;Santa Cruz de Tenerife;Santa Cruz de Tenerife;Tenerife;https://fundacionpgc.wordpress.com/;info@fundacionpedrogarciacabrera.com
232;G38847703;FUNDACIÓN CANARIA ROSA MARÍA FUENTES;Sin actividad;CULTURALES;Calle C/. La Hoya, nº 60 y Enrique Talg, nº 15, bajo - Complejo Astoria-Bambi;Puerto de La Cruz;Santa Cruz de Tenerife;Tenerife;-;_U
222;G35863992;FUNDACIÓN CANARIA MAIN;Registrada con actividad;SOCIALES;Calle C/. San Ignacio, nº 52, Cuesta Blanca, Almatriche;Las Palmas de Gran Canaria;Las Palmas;Gran Canaria;www.fundacionmain.org;administracion@fundacionmain.org
393;G10657757;LA FUNDACIÓN CANARIA MARIBEL NAZCO;Registrada con actividad;EDUCATIVAS;Calle Calle del Castillo, N.º 58, 2º;Santa Cruz de Tenerife;Santa Cruz de Tenerife;Tenerife;https://www.maribelnazco.org/;info@fivearrowsfirm.com
139;G35940899;FUNDACIÓN CANARIA COLEGIO DE MÉDICOS DE LAS PALMAS;Registrada con actividad;EDUCATIVAS;Calle C/. León y Catillo, nº 44;Las Palmas de Gran Canaria;Las Palmas;Gran Canaria;-;colegio@medicoslaspalmas.es
297;G76106863;FUNDACION CANARIA FINCA ESQUINZO;Registrada con actividad;PROTECCIÓN DE LOS ANIMALES;Lomo Esquinzo, s/n, 35649, Tindaya, La Oliva, Fuerteventura.;La Oliva;Las Palmas;Fuerteventura;-;_U
416;G75744482;FUNDACION CANARIA OBSERVATORIO DE DERECHOS SOCIALES DE  CANARIAS;Registrada con actividad;SOCIALES;Calle La Resbala nº2.;La Matanza de Acentejo;Santa Cruz de Tenerife;Tenerife;-;_U
55;G38335105;"FUNDACIÓN CANARIA  ""DOCTOR MORALES""";Registrada con actividad;EDUCATIVAS;Carretera Casa del Doctor Morales, Carretera del Puerto de Tazacorte, 2;Tazacorte;Santa Cruz de Tenerife;La Palma;-;ayto.padron@gmail.com      contacto@fundaciondoctormanuelmorales.org
137;G38582201;"FUNDACIÓN CANARIA ""SOLIDARIDAD LA PALMA""";Registrada con actividad;SOCIALES;Calle C/. La Carrilla, nº 8  // C/ Calvo Sotelo nº 17;Los Llanos de Aridane;Santa Cruz de Tenerife;La Palma;-;fundacionsolidaridadlapalma@yahoo.es
160;G35616200;FUNDACION CANARIA  MANUEL VELAZQUEZ CABRERA;Registrada con actividad;CULTURALES;Calle C/. La Venta, nº 6;Puerto del Rosario;Las Palmas;Fuerteventura;-;febesu@gmail.com
326;G76579630;FUNDACIÓN CANARIA ARÍSTIDES FERRER GARCÍA;Registrada con actividad;INVESTIGACIÓN;Avenida  Avda. 25 de julio, nº 60, 38004, Santa cruz de Tenerife.;Santa Cruz de Tenerife;Santa Cruz de Tenerife;Tenerife;-;luisa.rivero@macg.es
124;G35586932;"FUNDACION CANARIA ""INSTITUTO DE INVESTIGACION Y CIENCIA DE PUERTO DEL ROSARIO""";Registrada con actividad;CIENTÍFICAS;Calle C/. Tenerife, nº 35;Puerto del Rosario;Las Palmas;Fuerteventura;-;administracioninipro@gmail.com
8;_U;FUNDACION PADRE ANCHIETA;Sin actividad;EDUCATIVAS;Avenida Avda. Quisisana, 31.;Santa Cruz de Tenerife;Santa Cruz de Tenerife;Tenerife;-;_U
31;R3500060C;FUNDACION ESPOSOS DON SANTIAGO ASCANIO Y MONTEMAYOR Y DOÑA RAFAELA MANRIQUE DE LARA.  COLEGIO MARIA AUXILIADORA DE TELDE.;Liquidada;SOCIALES;Calle Ruiz, 15;Telde;Las Palmas;Gran Canaria;-;_U
138;G35622893;FUNDACIÓN CANARIA CAJAMAR;Extinguida por fusión;CULTURALES;Calle C/. calle Triana n.º 89;Las Palmas de Gran Canaria;Las Palmas;Gran Canaria;-;fundacion@canariascr.com
424;G22724090;FUNDACIÓN CANARIA AXIOMA;Registrada con actividad;SOCIALES;Calle Calle San Agustín n.º 43, Edificio Tigaray, local 4;Santa Cruz de Tenerife;Santa Cruz de Tenerife;Tenerife;-;_U
195;G1111111;"""JUAN CANTO, FORUM HUMANIDADES EUROPEAS, LANZAROTE, FUNDACION CANARIA""";Sin actividad;_U;Calle C/. Timón, nº 3  -  Puerto del Carmen;Tías;Las Palmas;Lanzarote;-;_U
126;_U;"FUNDACION CANARIA ""CASA SAN FERNANDO""";Sin actividad;BENÉFICAS;Calle C/. López Botas, nº 18 (dirección según cartero Plza.Sta. Ana nº 12 Obispado de canarias-LPGC);Las Palmas de Gran Canaria;Las Palmas;Gran Canaria;-;_U
87;G35461177;"FUNDACIÓN CANARIA  ""AUDITORIO Y TEATRO DE LAS PALMAS DE GRAN CANARIA""";Registrada con actividad;CULTURALES;Avenida Avenida Principe de Asturias s/n;Las Palmas de Gran Canaria;Las Palmas;Gran Canaria;https://auditorioteatrolaspalmasgc.es/info;direccion@auditorioteatrolaspalmasgc.es
334;G76699172;Fundación Canaria Oryles.;Liquidada;SOCIALES;Paseo Paseo Milicias de Garachico, número 1, ofici 68, Santa Cruz de Tenerife.;Santa Cruz de Tenerife;Santa Cruz de Tenerife;Tenerife;-;samuel.gomez@gomezabreu.com   SELMA_HERDEL@HOTMAIL.ES
168;_U;"FUNDACION CANARIA  ""CANARIAS ACTIVA""";Sin actividad;LABORAL;Calle C/. Garcilaso de la Vega, nº 11, Edificio Birigoyo, Oficina 2;Santa Cruz de Tenerife;Santa Cruz de Tenerife;Tenerife;-;_U
80;_U;FUNDACION CANARIA PARA EL DESARROLLO DE LA COLOMBOFILIA;Sin actividad;OTRAS;Calle C/ La Luchana, nº 7- piso 2º;Las Palmas de Gran Canaria;Las Palmas;Gran Canaria;-;_U
100;01;"FUNDACION ""MENCEY BENCOMO DESDE LOS CUATRO VIENTOS""";Extinguida;CULTURALES;Calle C/ Obispo Rey Redondo, nº 1- Edif. de las Casas Consistoriales.;San Cristóbal de La Laguna;Santa Cruz de Tenerife;Tenerife;-;_U
110;G35497247;"FUNDACIÓN CANARIA ""MUSEO DE LA CIENCIA Y LA TECNOLOGÍA DE LAS PALMAS DE GRAN CANARIA""";Registrada con actividad;CULTURALES;"Edificio ""Elder"", Parque Santa Catalina";Las Palmas de Gran Canaria;Las Palmas;Gran Canaria;http://www.museoelder.org/;ADMINISTRACION@MUSEOELDER.ES  museoelder@museoelder.es
316;G76192103;FUNDACIÓN CANARIA MARTÍNEZ ABOLAFIO;Registrada con actividad;SOCIALES;Calle c/ García Sanabria, n.° 1, Edificio Abolafio;Arrecife;Las Palmas;Lanzarote;-;joseluis@martinonasociados.com
131;G38592879;"FUNDACIÓN CANARIA  ""TENERIFE RURAL""";Registrada con actividad;MEDIOAMBIENTALES;Calle Calle San Simón nº 49, 38360 El Sauzal, Tenerife;El Sauzal;Santa Cruz de Tenerife;Tenerife;-;gerencia@teneriferural.org   JEFAADMINISTRACION@TENERIFERURAL.ORG
223;G38849956;FUNDACION CANARIA PARA EL AVANCE DE LA BIOMEDICINA Y LA BIOTECNOLOGÍA (BIOAVANCE);Registrada con actividad;CIENTÍFICAS;Departamento de Fisiología, Facultad de Medicina, Universidad de la Laguna, Campo de Ofra,  San Cristobal de La Laguna.;San Cristóbal de La Laguna;Santa Cruz de Tenerife;Tenerife;https://www.fundacionbioavance.org/;fundacion.bioavance@gmail.com
38;_U;FUNDACION PARA LA AGRICULTURA ECOLOGICA;Sin actividad;MEDIOAMBIENTALES;Finca Niquiamo;Villa de Mazo;Santa Cruz de Tenerife;La Palma;-;_U
411;G75889048;FUNDACIÓN CANARIA ATLANTIKA PARA EL DESARROLLO SOSTENIBLE Y LA COOPERACIÓN;Registrada con actividad;MEDIOAMBIENTALES;Avenida Juan XXIII, 5 Torre A – piso 10 puerta 2, (C. P. 35004 Las Palmas de Gran Canaria);Las Palmas de Gran Canaria;Las Palmas;Gran Canaria;-;_U
84;_U;"FUNDACION CANARIAS-ATLANTICO DE ESTUDIOS LABORALES ""FUNCAEL""";Sin actividad;LABORAL;Avenida Avda. Primero de Mayo, nº 13- local 2º;Las Palmas de Gran Canaria;Las Palmas;Gran Canaria;-;_U
279;G76049881;FUNDACIÓN CANARIA PARA EL DESARROLLO DE LA TECNOLOGÍA, LA SOSTENIBILIDAD Y LA AERONÁUTICA- FC DETECSA;Registrada con actividad;EDUCATIVAS;Calle Juan Negrín, nº 9 Oficina 6   --------avenida de América nº 194 35250-Ingenio;Ingenio;Las Palmas;Gran Canaria;https://fundacioncanariasrecicla.org/;fundcanariaaeronautica@gmail.com
122;1111111;"FUNDACION CANARIA  ""DEPORTE Y CULTURA UNIVERSITARIA""";Sin actividad;FOMENTO DEL DEPORTE;Calle C/. Alonso Alvarado, nº 8 - 1º;Las Palmas de Gran Canaria;Las Palmas;Gran Canaria;-;_U
7;P8500001F;FUNDACIÓN PATRONATO DEL CENTRO ASOCIADO DE LA UNED DE FUERTEVENTURA;Registrada con actividad;EDUCATIVAS;Calle C/ Doctor Fleming, 1.;Puerto del Rosario;Las Palmas;Fuerteventura;https://www.unedfuerteventura.es/;info@fuerteventura.uned.es
386;G16761660;FUNDACIÓN CANARIA DR. JOSÉ LARENA PARA EL TRATAMIENTO E INVESTIGACIÓN DEL CAT INFANTIL;Registrada con actividad;INVESTIGACIÓN;Avenida AV. JUAN XXIII,;Las Palmas de Gran Canaria;Las Palmas;Gran Canaria;https://fundaciondrjlarena.weebly.com/;_U
295;G76530773;FUNDACION CULTURAL CANARIA INGE STENDER;Registrada con actividad;CULTURALES;Calle c/ Tejeguate, nº 8, 38911, La frontera, El Hierro.;Frontera;Santa Cruz de Tenerife;El Hierro;http://www.fundacion.inge-stender.com/;info@fundacion.inge-stender.com
105;G38490785;"FUNDACION CANARIA PARA LA FORMACIÓN INTEGRAL E INSERCION SOCIO-LABORAL Y COOPERACIÓN PARA EL DESARROLLO ""ISONORTE""";Registrada con actividad;SOCIALES;Calle  Calle Lomo el Cabo, n.º 1-A, 38715, Municipio de Puntallana, Isla de La Palma;Puntallana;Santa Cruz de Tenerife;La Palma;https://isonorte.org/;isonorte@isonorte.org  direccion@isonorte.org
188;G35759216;"FUNDACION CANARIA ""CARITAS POR LA INTEGRACION SOCIOLABORAL""";Liquidada;BENÉFICAS;Avenida Avda. de Escaleritas, nº 51;Las Palmas de Gran Canaria;Las Palmas;Gran Canaria;-;administracion@caritas-canarias.org
21;G38228102;"FUNDACIÓN CANARIA ""CENTRO DE SOLIDARIDAD DE LAS ISLAS CANARIAS"" (CESICA)";Registrada con actividad;BENÉFICAS;Calle C/  Pedro Doblado Claverie, 34;Santa Cruz de Tenerife;Santa Cruz de Tenerife;Tenerife;-;fundacion.tfe@proyectohombrecanarias.com
259;G76007947;FUNDACIÓN CANARIA IOHANNES BAPTISTA;Registrada con actividad;SOCIALES;Calle C/. de la Herrería, nº 4;Teror;Las Palmas;Gran Canaria;-;qtana35@yahoo.es
343;G76277805;FUNDACIÓN CANARIA CENTRO DE ARTE E INTERPRETACIÓN DEL PAISAJE OLGA ARTILES Y JUAN ANTONIO DE LA NUEZ;Registrada con actividad;CULTURALES;Calle Calle Camino Moreto, n° 28- C.P. 35422 de Moya. Gran Canaria;Moya;Las Palmas;Gran Canaria;-;centrodearte@villademoya.es
196;G38784005;FUNDACION CANARIA PARA LA PROMOCION DE LA EDUCACION;Extinguida;EDUCATIVAS;Calle C/. Nava y Grimón, nº 9;San Cristóbal de La Laguna;Santa Cruz de Tenerife;Tenerife;-;_U
92;_U;FUNDACION PARA EL EMPLEO Y EL DESARROLLO DE LA GOMERA;Sin actividad;LABORAL;Avenida Avda. Guillermo Ascanio, nº 9-bis;Vallehermoso;Santa Cruz de Tenerife;La Gomera;-;_U
69;G35405836;FUNDACIÓN TUTELAR CANARIA PARA LA ACCIÓN SOCIAL M.P;Registrada con actividad;SOCIALES;Calle C/ Goya, nº 6 - Tafira;Las Palmas de Gran Canaria;Las Palmas;Gran Canaria;https://www.fucas.org/;gerencia@fucas.org
49;G35310580;FUNDACIÓN CANARIA MBA;Registrada con actividad;EDUCATIVAS;Calle C/ Rubén Darío, nº 6;Las Palmas de Gran Canaria;Las Palmas;Gran Canaria;-;admonmba@enegociosmba.com
368;G01620855;FUNDACIÓN CANARIA PINO OJEDA;Registrada con actividad;CULTURALES;Calle Dr. Fleming, nº 25, Barrio de Escaleritas;Las Palmas de Gran Canaria;Las Palmas;Gran Canaria;-;ddoresteg@gmail.com
183;G38743308;"FUNDACIÓN TUTELAR CANARIA ""SONSOLES SORIANO BUGNION""";Registrada con actividad;SOCIALES;Calle C/. Buenaventura Bonnet, nº 17 trasera;Santa Cruz de Tenerife;Santa Cruz de Tenerife;Tenerife;https://www.fundacionsonsoles.org/;direccion@fundacionsonsoles.org----------------tutela@fundacionsonsoles.org
285;G76065614;FUNDACION CANARIA CENTRO ATLANTICO DE ARTE MODERNO CAAM;Sin actividad;CULTURALES;Calle c/ Los Balcones nº 11, 35011-Las Palmas G.C.;Las Palmas de Gran Canaria;Las Palmas;Gran Canaria;https://caam.net/;info@caam.net
311;G76166701;Fundación Canaria Belén María;Registrada con actividad;CULTURALES;Plaza Ingeniero Manuel Becerra, nº 1, Edificio Puerto, 8º, Las Palmas G.C.;Las Palmas de Gran Canaria;Las Palmas;Gran Canaria;-;info@fundacioncanariabelenmaria.com
212;216549;FUNDACIÓN CANARIA PARA EL ESTUDIO Y VALORIZACIÓN DEL MEDIOAMBIENTE Y DE LOS RECURSOS MARINOS (EXTINGUIDA);Extinguida;INVESTIGACIÓN;Calle C/. Villalba Hervás, nº 9, planta 11, oficina 3;Santa Cruz de Tenerife;Santa Cruz de Tenerife;Tenerife;-;_U
